7,20,143,9,2022,720143,100,525889,0,277,0,1037,527203,105,166904,0,0,0,282,167186,110,39336,0,0,0,0,39336,115,3215,0,0,0,0,3215,120,961,0,0,0,0,961,125,3422,0,0,0,0,3422,130,37563,0,0,0,47,37610,135,5428,0,0,0,0,5428,140,94,0,0,0,0,94,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,0,0,0,0,0,0,155,782812,0,277,0,1366,784455
7,25,326,9,2022,725326,100,4278114,0,2627,0,7806,4288547,105,3096799,0,101,0,29513,3126413,110,2188848,0,0,0,1700,2190548,115,310679,0,0,0,0,310679,120,189683,0,0,0,0,189683,125,51065,0,0,0,0,51065,130,64921,0,0,0,300,65221,135,38020,0,0,0,0,38020,140,0,0,0,0,0,0,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,8031,0,0,0,0,8031,155,10226160,0,2728,0,39319,10268207
7,25,818,9,2022,725818,100,1635111,0,228,0,1445,1636784,105,369210,108,0,0,3113,372431,110,68593,0,0,0,3513,72106,115,34474,0,0,0,0,34474,120,11627,0,0,0,0,11627,125,2845,0,0,0,0,2845,130,0,0,0,0,0,0,135,0,0,0,0,0,0,140,21337,0,0,0,0,21337,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,0,0,0,0,0,0,155,2143197,108,228,0,8071,2151604
7,25,466,9,2022,725466,100,380982,0,0,0,0,380982,105,99595,0,0,0,0,99595,110,136838,0,0,0,0,136838,115,21209,0,0,0,0,21209,120,19077,0,0,0,0,19077,125,1302,0,0,0,0,1302,130,0,0,0,0,0,0,135,5028,0,0,0,0,5028,140,0,0,0,0,0,0,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,0,0,0,0,0,0,155,664031,0,0,0,0,664031
7,10,551,9,2022,710551,100,624333,1528,71,0,106,626038,105,10964,0,0,0,0,10964,110,6788,0,0,0,0,6788,115,0,0,0,0,0,0,120,0,0,0,0,0,0,125,0,0,0,0,0,0,130,26997,0,0,0,6,27003,135,0,0,0,0,0,0,140,294,0,0,0,0,294,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,0,0,0,0,0,0,155,669376,1528,71,0,112,671087
20,0,4,9,2022,2000004,100,0,0,0,0,0,0,105,0,0,0,0,0,0,110,0,0,0,0,0,0,115,0,0,0,0,0,0,120,0,0,0,0,0,0,125,0,0,0,0,0,0,130,0,0,0,0,0,0,135,0,0,0,0,0,0,140,3609615,23179,0,269,15887,3648950,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,0,0,0,0,0,0,155,3609615,23179,0,269,15887,3648950
7,10,924,9,2022,710924,100,871773,0,3701,0,6917,882391,105,71165,0,0,0,26,71191,110,64585,0,0,0,0,64585,115,11118,0,0,0,0,11118,120,516,0,0,0,128,644,125,0,0,0,0,0,0,130,7907,0,122,0,10,8039,135,1832,0,0,0,0,1832,140,0,0,0,0,0,0,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,0,0,0,0,0,0,155,1028896,0,3823,0,7081,1039800
20,0,11,9,2022,2000011,100,0,0,0,0,0,0,105,0,0,0,0,0,0,110,0,0,0,0,0,0,115,0,0,0,0,0,0,120,0,0,0,0,0,0,125,0,0,0,0,0,0,130,0,0,0,0,0,0,135,0,0,0,0,0,0,140,0,0,0,0,0,0,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,0,0,0,0,0,0,155,0,0,0,0,0,0
7,22,308,9,2022,722308,100,683829,0,0,0,50,683879,105,514124,0,1,0,39,514164,110,76297,0,0,0,131,76428,115,3856,0,0,0,0,3856,120,0,0,0,0,0,0,125,0,0,0,0,0,0,130,2602,0,0,0,0,2602,135,0,0,0,0,0,0,140,0,0,0,0,0,0,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,0,0,0,0,0,0,155,1280708,0,1,0,220,1280929
7,25,940,9,2022,725940,100,942666,0,394,0,3279,946339,105,205567,0,0,0,940,206507,110,212117,0,0,0,2538,214655,115,35029,0,0,0,0,35029,120,31650,0,0,0,0,31650,125,4167,0,0,0,0,4167,130,22,0,0,0,0,22,135,8559,0,0,0,0,8559,140,0,0,0,0,0,0,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,740,0,0,0,0,740,155,1440517,0,394,0,6757,1447668
