6,10,0,9,2022,610000,10,0,0,843600,818383,15,0,0,87110,87277,17,0,0,64806,63060,25,0,0,0,0,29,0,0,0,0,35,0,0,0,0,40,0,0,189220,189220,41,0,0,150000,149356,50,0,0,0,0,51,0,0,0,0,52,0,0,0,0,60,0,0,0,0,62,0,0,1601442,1405811,64,0,0,0,0,65,0,0,0,0,66,0,0,0,0,68,0,0,1717549,1550210,69,0,0,0,0,71,0,0,1428563,1266538,72,0,0,898410,885389,73,0,0,0,0,81,0,0,184898,179202,82,0,0,37999,36824,86,0,0,11917,10625,87,0,0,0,0,88,0,0,0,0,95,0,0,53509,50703,99,0,0,7286005,6709403,141,0,0,0,0,142,0,0,0,0,143,0,0,0,0,144,0,0,0,0,145,0,0,16982,16805,146,0,0,0,0
6,20,0,9,2022,620000,10,0,0,142371,138767,15,0,0,2933496,2571809,17,0,0,0,0,25,0,0,0,0,29,0,0,0,0,35,0,0,0,0,40,0,0,0,0,41,0,0,0,0,50,0,0,425000,425000,51,0,0,0,0,52,0,0,0,0,60,0,0,0,0,62,0,0,1182502,1128395,64,0,0,0,0,65,0,0,0,0,66,0,0,0,0,68,0,0,2857748,2432346,69,0,0,0,0,71,0,0,414195,364934,72,0,0,2238780,2170968,73,0,0,0,0,81,14342,13990,0,0,82,0,0,0,0,86,449,441,0,0,87,0,0,0,0,88,0,0,0,0,95,0,0,0,0,99,14791,14431,10543901,9577310,141,0,0,167865,163615,142,0,0,0,0,143,0,0,181944,181476,144,0,0,0,0,145,0,0,0,0,146,0,0,0,0
6,22,0,9,2022,622000,10,0,0,6087983,5856596,15,0,0,0,0,17,0,0,0,0,25,0,0,0,0,29,0,0,0,0,35,0,0,0,0,40,0,0,0,0,41,0,0,3175055,3174061,50,0,0,0,0,51,0,0,0,0,52,0,0,5123259,5122212,60,0,0,0,0,62,0,0,4821525,4389011,64,0,0,0,0,65,0,0,0,0,66,0,0,0,0,68,0,0,1728248,1534501,69,0,0,0,0,71,0,0,0,0,72,0,0,0,0,73,0,0,0,0,81,0,0,0,0,82,0,0,0,0,86,0,0,0,0,87,0,0,0,0,88,0,0,0,0,95,0,0,0,0,99,0,0,21034206,20172490,141,0,0,0,0,142,0,0,0,0,143,0,0,16132,16034,144,0,0,0,0,145,0,0,82004,80075,146,0,0,0,0
7,10,56,9,2022,710056,10,0,0,0,0,15,0,0,0,0,17,0,0,0,0,25,0,0,0,0,29,0,0,0,0,35,0,0,0,0,40,0,0,0,0,41,0,0,0,0,50,0,0,0,0,51,0,0,0,0,52,0,0,0,0,60,0,0,0,0,62,0,0,0,0,64,0,0,0,0,65,0,0,0,0,66,0,0,0,0,68,0,0,0,0,69,0,0,0,0,71,0,0,0,0,72,0,0,0,0,73,0,0,0,0,81,0,0,0,0,82,0,0,0,0,86,0,0,0,0,87,0,0,0,0,88,0,0,0,0,95,0,0,0,0,99,0,0,0,0,141,0,0,0,0,142,0,0,0,0,143,0,0,0,0,144,0,0,0,0,145,0,0,0,0,146,0,0,0,0
7,10,261,9,2022,710261,10,0,0,0,0,15,0,0,0,0,17,0,0,0,0,25,0,0,0,0,29,0,0,0,0,35,0,0,0,0,40,0,0,0,0,41,0,0,0,0,50,0,0,0,0,51,0,0,0,0,52,0,0,0,0,60,0,0,0,0,62,0,0,0,0,64,0,0,0,0,65,0,0,0,0,66,0,0,0,0,68,0,0,0,0,69,0,0,0,0,71,0,0,0,0,72,0,0,0,0,73,0,0,0,0,81,0,0,0,0,82,0,0,0,0,86,514,498,0,0,87,0,0,0,0,88,0,0,0,0,95,0,0,0,0,99,514,498,0,0,141,0,0,0,0,142,0,0,0,0,143,0,0,0,0,144,0,0,0,0,145,0,0,0,0,146,0,0,0,0
7,10,269,9,2022,710269,10,0,0,0,0,15,0,0,129869,130855,17,0,0,0,0,25,0,0,0,0,29,0,0,0,0,35,0,0,0,0,40,0,0,0,0,41,0,0,0,0,50,0,0,0,0,51,0,0,0,0,52,0,0,0,0,60,0,0,0,0,62,0,0,0,0,64,0,0,0,0,65,0,0,0,0,66,0,0,0,0,68,0,0,0,0,69,0,0,0,0,71,0,0,0,0,72,0,0,0,0,73,0,0,0,0,81,0,0,0,0,82,0,0,0,0,86,799,749,0,0,87,0,0,0,0,88,0,0,0,0,95,0,0,0,0,99,799,749,129869,130855,141,0,0,0,0,142,0,0,0,0,143,0,0,0,0,144,0,0,0,0,145,0,0,0,0,146,0,0,0,0
7,10,398,9,2022,710398,10,0,0,0,0,15,0,0,0,0,17,0,0,0,0,25,0,0,0,0,29,0,0,0,0,35,0,0,0,0,40,0,0,0,0,41,0,0,0,0,50,0,0,0,0,51,0,0,0,0,52,0,0,0,0,60,0,0,0,0,62,0,0,0,0,64,0,0,0,0,65,0,0,0,0,66,0,0,0,0,68,0,0,0,0,69,0,0,0,0,71,0,0,0,0,72,0,0,0,0,73,0,0,0,0,81,0,0,0,0,82,0,0,0,0,86,0,0,0,0,87,0,0,0,0,88,0,0,0,0,95,0,0,0,0,99,0,0,0,0,141,0,0,0,0,142,0,0,0,0,143,0,0,0,0,144,0,0,0,0,145,0,0,0,0,146,0,0,0,0
7,10,549,9,2022,710549,10,0,0,0,0,15,0,0,0,0,17,0,0,0,0,25,0,0,0,0,29,0,0,0,0,35,0,0,0,0,40,0,0,0,0,41,0,0,0,0,50,0,0,0,0,51,0,0,0,0,52,0,0,0,0,60,0,0,0,0,62,0,0,0,0,64,0,0,0,0,65,0,0,0,0,66,0,0,0,0,68,0,0,0,0,69,0,0,0,0,71,0,0,0,0,72,0,0,0,0,73,0,0,0,0,81,0,0,0,0,82,0,0,0,0,86,0,0,0,0,87,0,0,0,0,88,0,0,0,0,95,0,0,0,0,99,0,0,0,0,141,0,0,0,0,142,0,0,0,0,143,0,0,0,0,144,0,0,0,0,145,0,0,0,0,146,0,0,0,0
7,10,551,9,2022,710551,10,0,0,0,0,15,0,0,0,0,17,0,0,0,0,25,0,0,0,0,29,0,0,0,0,35,0,0,0,0,40,0,0,0,0,41,0,0,0,0,50,0,0,0,0,51,0,0,0,0,52,0,0,0,0,60,0,0,0,0,62,0,0,0,0,64,0,0,0,0,65,0,0,0,0,66,0,0,0,0,68,0,0,0,0,69,0,0,0,0,71,0,0,0,0,72,0,0,0,0,73,0,0,0,0,81,0,0,0,0,82,0,0,0,0,86,0,0,0,0,87,0,0,0,0,88,0,0,0,0,95,0,0,0,0,99,0,0,0,0,141,0,0,0,0,142,0,0,0,0,143,0,0,0,0,144,0,0,0,0,145,0,0,0,0,146,0,0,0,0
7,10,566,9,2022,710566,10,0,0,0,0,15,0,0,0,0,17,0,0,0,0,25,0,0,0,0,29,0,0,0,0,35,0,0,0,0,40,0,0,0,0,41,0,0,0,0,50,0,0,0,0,51,0,0,0,0,52,0,0,0,0,60,0,0,0,0,62,0,0,0,0,64,0,0,0,0,65,0,0,0,0,66,0,0,0,0,68,0,0,0,0,69,0,0,0,0,71,0,0,0,0,72,0,0,0,0,73,0,0,0,0,81,0,0,0,0,82,0,0,0,0,86,1549,1468,0,0,87,0,0,0,0,88,0,0,0,0,95,0,0,0,0,99,1549,1468,0,0,141,0,0,0,0,142,0,0,0,0,143,0,0,0,0,144,0,0,0,0,145,0,0,0,0,146,0,0,0,0
