7,20,143,9,2022,720143,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
7,25,326,9,2022,725326,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
7,25,818,9,2022,725818,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
7,25,466,9,2022,725466,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
7,10,551,9,2022,710551,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
20,0,4,9,2022,2000004,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
7,10,924,9,2022,710924,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
20,0,11,9,2022,2000011,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
7,22,308,9,2022,722308,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
7,25,940,9,2022,725940,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
