7,20,143,9,2022,720143,10,5572,0,0,0,0,0,0,0,195190,-300,200462,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,5637,,5637,45,,,,,,,,,,20,20,80,,0,0,0,,0,0,0,0,,0,70,,0,0,0,,0,0,0,0,,0,75,102,,0,0,,,,,,,102,85,-79,,0,0,,,,,,,-79,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,5595,0,0,0,0,0,0,0,200827,-280,206142
7,25,326,9,2022,725326,10,18142,0,0,0,354163,0,0,930322,734447,-80304,1956770,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,57014,,57014,45,,,,,,,,,,-17411,-17411,80,,0,0,0,,0,0,0,-25500,,-25500,70,,0,0,0,,0,0,0,0,,0,75,417,,0,0,,,,,,,417,85,-303,,0,0,,,,,,,-303,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,18256,0,0,0,354163,0,0,930322,765961,-97715,1970987
7,25,818,9,2022,725818,10,1494,0,0,0,141442,0,0,142990,104408,60,390394,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,11321,,11321,45,,,,,,,,,,-3,-3,80,,0,0,0,,0,0,0,-10973,,-10973,70,,0,0,0,,0,0,0,0,,0,75,22,,0,0,,,,,,,22,85,-41,,0,0,,,,,,,-41,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,1475,0,0,0,141442,0,0,142990,104756,57,390720
7,25,466,9,2022,725466,10,543,0,0,0,0,0,0,0,131896,0,132439,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,3110,,3110,45,,,,,,,,,,0,0,80,,0,0,0,,0,0,0,-1210,,-1210,70,,0,0,0,,0,0,0,0,,0,75,10,,0,0,,,,,,,10,85,-13,,0,0,,,,,,,-13,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,540,0,0,0,0,0,0,0,133796,0,134336
7,10,551,9,2022,710551,10,2680,0,0,0,0,0,0,0,96954,-302,99332,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,2290,,2290,45,,,,,,,,,,4,4,80,,0,0,0,,0,0,0,-1182,,-1182,70,,0,0,0,,0,0,0,0,,0,75,74,,0,0,,,,,,,74,85,-80,,0,0,,,,,,,-80,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,2674,0,0,0,0,0,0,0,98062,-298,100438
20,0,4,9,2022,2000004,10,30766,0,0,0,203000,0,0,0,233879,0,467645,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,9072,,9072,45,,,,,,,,,,0,0,80,,0,0,0,,0,0,0,0,,0,70,,0,0,0,,0,0,0,0,,0,75,0,,0,0,,,,,,,0,85,0,,0,0,,,,,,,0,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,30766,0,0,0,203000,0,0,0,242951,0,476717
7,10,924,9,2022,710924,10,2981,0,0,0,0,0,0,0,176779,-864,178896,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,5021,,5021,45,,,,,,,,,,11,11,80,,0,0,0,,0,0,0,0,,0,70,,0,0,0,,0,0,0,0,,0,75,67,,0,0,,,,,,,67,85,-70,,0,0,,,,,,,-70,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,2978,0,0,0,0,0,0,0,181800,-853,183925
20,0,11,9,2022,2000011,10,1176,0,0,0,0,0,0,0,670,0,1846,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,204,,204,45,,,,,,,,,,0,0,80,,0,0,0,,0,0,0,0,,0,70,,0,0,0,,0,0,0,0,,0,75,0,,0,0,,,,,,,0,85,0,,0,0,,,,,,,0,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,1176,0,0,0,0,0,0,0,874,0,2050
7,22,308,9,2022,722308,10,1958,0,0,0,0,0,0,0,259454,-287,261125,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,5880,,5880,45,,,,,,,,,,12,12,80,,0,0,0,,0,0,0,-1900,,-1900,70,,0,0,0,,0,0,0,0,,0,75,12,,0,0,,,,,,,12,85,-17,,0,0,,,,,,,-17,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,1953,0,0,0,0,0,0,0,263434,-275,265112
7,25,940,9,2022,725940,10,1813,0,0,777,0,0,0,0,285787,0,288377,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,5027,,5027,45,,,,,,,,,,0,0,80,,0,0,0,,0,0,0,0,,0,70,,0,0,0,,0,0,0,-2,,-2,75,40,,0,0,,,,,,,40,85,-30,,0,-1,,,,,,,-31,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,1823,0,0,776,0,0,0,0,290812,0,293411
