900,28312,1.0000,28312,0,,,,25,0,27677,610,,,,,,,
1000,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1110,2744,0.2000,549,0,,,,0,0,549,0,,,,,,,
1120,38983,0.5000,19492,0,,,,0,23,19469,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,2165187,0.2000,433038,0,,,,2150,1859,428946,83,,,,,,,
1320,1534956,0.5000,767478,0,,,,234,21105,746049,90,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,2409,22987,1222690,783,0,0,0,0,0,0,
1900,,,,329397,0,0,0,347520,426620,10686129,41023,0,0,0,0,0,0,
2000,,,,,,,,,,,,,,,,,,
2100,,,,0,0,0,0,69504,213310,10686129,61535,0,0,0,0,0,0,
11030477,256253,256253,11030477,0,11030477,10947900
7,25,818,9,2022,725818,
100,1600,,,1600,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,2128448,,,0,,,,89822,1717,2033171,3738,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,27197,,,0,,,,0,,27197,,,,,,,,
800,2157245,,,1600,,,,89822,1717,2060368,3738,0,,,0,0,0,
900,1388,1.0000,1388,0,,,,0,0,1388,0,,,,,,,
1000,2955,0.5000,1477,0,,,,0,0,1477,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,159912,0.2000,31983,0,,,,0,0,31983,0,,,,,,,
1320,456171,0.5000,228086,0,,,,3543,605,223849,89,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,3543,605,258697,89,0,0,0,0,0,0,
1900,,,,1600,0,0,0,93365,2322,2319065,3827,0,0,0,0,0,0,
2000,,,,,,,,,,,,,,,,,,
2100,,,,0,0,0,0,18673,1161,2319065,5741,0,0,0,0,0,0,
2344639,61070,61070,2344639,0,2344639,2340273
7,25,466,9,2022,725466,
100,1302,,,1302,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,654120,,,0,,,,1844,0,652276,0,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,7482,,,0,,,,0,,7482,,,,,,,,
800,662904,,,1302,,,,1844,0,659758,0,0,,,0,0,0,
900,514,1.0000,514,0,,,,0,0,514,0,,,,,,,
1000,6,0.5000,3,0,,,,0,0,3,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,45652,0.2000,9131,0,,,,0,0,9131,0,,,,,,,
1320,214149,0.5000,107075,0,,,,634,0,106440,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,634,0,116088,0,0,0,0,0,0,0,
1900,,,,1302,0,0,0,2478,0,775846,0,0,0,0,0,0,0,
2000,,,,,,,,,,,,,,,,,,
2100,,,,0,0,0,0,496,0,775846,0,0,0,0,0,0,0,
776342,11451,11451,776342,0,776342,774137
7,10,551,9,2022,710551,
100,15,,,15,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,666965,,,0,,,,806,55186,610795,178,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,6505,,,0,,,,0,,6505,,,,,,,,
800,673485,,,15,,,,806,55186,617300,178,0,,,0,0,0,
900,0,1.0000,0,0,,,,0,0,0,0,,,,,,,
1000,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,1154,0.2000,231,0,,,,0,0,231,0,,,,,,,
1320,10134,0.5000,5067,0,,,,0,0,5064,3,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,0,0,5295,3,0,0,0,0,0,0,
1900,,,,15,0,0,0,806,55186,622595,181,0,0,0,0,0,0,
2000,,,,,,,,,,,,,,,,,,
2100,,,,0,0,0,0,161,27593,622595,272,0,0,0,0,0,0,
650621,11039,11039,650621,0,650621,645147
20,0,4,9,2022,2000004,
100,0,,,0,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,0,,,0,,,,0,0,0,0,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,0,,,0,,,,0,,0,,,,,,,,
800,0,,,0,,,,0,0,0,0,0,,,0,0,0,
900,0,1.0000,0,0,,,,0,0,0,0,,,,,,,
1000,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1320,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1900,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2000,,,,,,,,,,,,,,,,,,
2100,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0
7,10,924,9,2022,710924,
100,92,,,92,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,1040027,,,0,,,,4808,14197,1014126,6897,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,6284,,,0,,,,0,,6284,,,,,,,,
800,1046403,,,92,,,,4808,14197,1020410,6897,0,,,0,0,0,
900,2131,1.0000,2131,0,,,,0,0,2131,0,,,,,,,
1000,125,0.5000,62,0,,,,0,0,62,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,939,0.5000,469,0,,,,0,0,469,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,28968,0.2000,5794,0,,,,0,0,5794,0,,,,,,,
1320,58917,0.5000,29459,0,,,,0,0,29459,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,0,0,37915,0,0,0,0,0,0,0,
1900,,,,92,0,0,0,4808,14197,1058325,6897,0,0,0,0,0,0,
2000,,,,,,,,,,,,,,,,,,
2100,,,,0,0,0,0,962,7099,1058325,10346,0,0,0,0,0,0,
1076731,15972,15972,1076731,0,1076731,1070048
20,0,11,9,2022,2000011,
100,0,,,0,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,0,,,0,,,,0,0,0,0,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,0,,,0,,,,0,,0,,,,,,,,
800,0,,,0,,,,0,0,0,0,0,,,0,0,0,
900,0,1.0000,0,0,,,,0,0,0,0,,,,,,,
1000,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1320,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1900,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2000,,,,,,,,,,,,,,,,,,
2100,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0
7,22,308,9,2022,722308,
100,0,,,0,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,1249737,,,0,,,,6931,30443,1212173,190,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,16450,,,0,,,,636,,15814,,,,,,,,
800,1266187,,,0,,,,7567,30443,1227987,190,0,,,0,0,0,
900,5,1.0000,5,0,,,,0,0,5,0,,,,,,,
1000,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,54873,0.2000,10975,0,,,,117,0,10858,0,,,,,,,
1320,182571,0.5000,91286,0,,,,31,152,91103,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,148,152,101966,0,0,0,0,0,0,0,
1900,,,,0,0,0,0,7715,30595,1329953,190,0,0,0,0,0,0,
2000,,,,,,,,,,,,,,,,,,
2100,,,,0,0,0,0,1543,15298,1329953,285,0,0,0,0,0,0,
1347079,25742,25742,1347079,0,1347079,1344748
7,25,940,9,2022,725940,
100,1715,,,1715,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,1435020,,,0,,,,18595,4824,1405895,5706,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,22218,,,0,,,,99,,22119,,,,,,,,
800,1458953,,,1715,,,,18694,4824,1428014,5706,0,,,0,0,0,
900,3343,1.0000,3343,0,,,,0,0,3343,0,,,,,,,
1000,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,15008,0.2000,3002,0,,,,0,0,3002,0,,,,,,,
1320,147687,0.5000,73844,0,,,,0,0,73805,39,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,0,0,80150,39,0,0,0,0,0,0,
1900,,,,1715,0,0,0,18694,4824,1508164,5745,0,0,0,0,0,0,
2000,,,,,,,,,,,,,,,,,,
2100,,,,0,0,0,0,3739,2412,1508164,8618,0,0,0,0,0,0,
1522932,38780,38780,1522932,0,1522932,1520086
7,20,131,9,2022,720131,
100,322,,,250,,,,72,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,5274,,,4502,,,,0,0,773,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,631805,,,0,,,,90504,6190,530639,4473,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,5388,,,0,,,,0,,5388,,,,,,,,
800,642789,,,4752,,,,90576,6190,536800,4473,0,,,0,0,0,
900,696,1.0000,696,0,,,,0,0,696,0,,,,,,,
1000,84,0.5000,42,0,,,,0,0,42,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,45231,0.2000,9047,0,,,,623,135,8289,0,,,,,,,
1320,72786,0.5000,36393,0,,,,2898,22,33473,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,3521,157,42500,0,0,0,0,0,0,0,
1900,,,,4752,0,0,0,94097,6347,579300,4473,0,0,0,0,0,0,
2000,,,,,,,,,,,,,,,,,,
2100,,,,0,0,0,0,18819,3174,579300,6710,0,0,0,0,0,0,
608002,6907,6907,608002,4752,603250,596191
7,20,345,9,2022,720345,
100,831,,,250,,,,581,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,5834835,,,4,,,,109828,48754,5646061,30188,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,128,,,0,,,,0,128,0,0,,,,,,,
700,39749,,,0,,,,41,,39707,,,,,,,,
800,5875543,,,254,,,,110450,48882,5685768,30188,0,,,0,0,0,
900,9763,1.0000,9763,0,,,,0,0,9763,0,,,,,,,
1000,3813,0.5000,1906,0,,,,0,0,1906,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,658,0.5000,329,0,,,,0,0,329,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,264618,0.2000,52924,0,,,,62,420,52442,0,,,,,,,
1320,941203,0.5000,470602,0,,,,454,23,470124,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,516,443,534564,0,0,0,0,0,0,0,
1900,,,,254,0,0,0,110966,49325,6220332,30188,0,0,0,0,0,0,
2000,,,,,,,,,,,,,,,,,,
2100,,,,0,0,0,0,22193,24663,6220332,45282,0,0,0,0,0,0,
6312470,64187,64187,6312470,0,6312470,6289166
7,20,899,9,2022,720899,
100,336,,,267,,,,69,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,6123,,,5736,,,,0,0,386,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,2727035,,,207817,,,,604039,213773,1699947,1460,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,13337,,,0,,,,18,,13320,,,,,,,,
800,2746831,,,213820,,,,604126,213773,1713653,1460,0,,,0,0,0,
900,1165,1.0000,1165,0,,,,0,0,1165,0,,,,,,,
1000,45,0.5000,22,0,,,,0,0,22,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,76,0.5000,38,0,,,,0,0,38,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,131270,0.2000,26254,0,,,,620,0,25634,0,,,,,,,
1320,349665,0.5000,174833,0,,,,3012,5510,166310,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,3632,5510,193169,0,0,0,0,0,0,0,
1900,,,,213820,0,0,0,607758,219283,1906822,1460,0,0,0,0,0,0,
2000,,,,,,,,,,,,,,,,,,
2100,,,,0,0,0,0,121552,109642,1906822,2190,0,0,0,0,0,0,
2140205,30381,30381,2140205,0,2140205,2133432
7,10,566,9,2022,710566,
100,0,,,0,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,16652,,,0,,,,1230,0,15422,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,442,,,,,,,0,,,,,,,442,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,11340538,,,0,,,,29270,205121,11052526,53621,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,58722,,,0,,,,0,,58722,,,,,,,,
800,11416354,,,0,,,,30500,205121,11126670,53621,0,,,442,0,0,
900,18065,1.0000,18065,0,,,,0,0,18065,0,,,,,,,
1000,520,0.5000,260,0,,,,0,0,260,0,,,,,,,
1110,1584,0.2000,317,0,,,,0,0,317,0,,,,,,,
1120,1212,0.5000,606,0,,,,0,0,606,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,521957,0.2000,104392,0,,,,753,655,102786,198,,,,,,,
1320,1188936,0.5000,594468,0,,,,2,174,593661,631,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,755,829,715695,829,0,0,0,0,0,0,
1900,,,,0,0,0,0,31255,205950,11842365,54450,0,0,0,442,0,0,
2000,,,,,,,,,,,,,,,,,,
2100,,,,0,0,0,0,6251,102975,11842365,81675,0,0,0,5525,0,0,
12038791,159377,160834,12037334,0,12037334,12014871
7,25,31,9,2022,725031,
100,1769,,,250,,,,1519,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,346416,,,-1486,,,,31438,0,315899,565,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,13010,,,11584,,,,0,,1426,,,,,,,,
800,361195,,,10348,,,,32957,0,317325,565,0,,,0,0,0,
900,0,1.0000,0,0,,,,0,0,0,0,,,,,,,
1000,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,61922,0.2000,12385,0,,,,610,0,11775,0,,,,,,,
1320,37043,0.5000,18522,0,,,,1,0,18520,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,611,0,30295,0,0,0,0,0,0,0,
1900,,,,10348,0,0,0,33568,0,347620,565,0,0,0,0,0,0,
2000,,,,,,,,,,,,,,,,,,
2100,,,,0,0,0,0,6714,0,347620,848,0,0,0,0,0,0,
355181,9917,11584,353514,0,353514,353695
7,20,336,9,2022,720336,
100,59,,,59,,,,1,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,2344,,,,,,,0,,,,,,,2344,0,0,
510,1255471,,,0,,,,81584,3778,1165517,4592,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
