7,25,947,9,2022,725947,1917066,21028,0,1917066,0,14081,0,2032745,,1526103,13449,1539552,1555653,477092,0,0,59878,650
7,25,983,9,2022,725983,1263757,20758,0,1263757,0,10142,0,1354509,,1072209,19533,1091742,1099171,255338,0,0,38003,512
8,10,586,9,2022,810586,932167,16174,0,932167,0,2065,0,976777,,819366,2,819368,823283,153494,0,0,16525,218
9,25,0,9,2022,925000,132808416,395975,0,175999347,396,161739,3,178095699,162392663,0,1720142,164112805,167092757,11002942,0,43190931,119120,92657
20,0,2,9,2022,2000002,0,0,0,0,0,0,0,66200,0,0,0,0,53467,12733,0,0,0,0
20,0,4,9,2022,2000004,3640125,0,0,3640125,396,16388,0,3871417,0,2586662,0,2586662,3405652,465765,0,0,0,0
20,0,7,9,2022,2000007,0,0,9641,9641,0,0,0,42734,0,3,0,3,11796,30938,0,0,0,643
20,0,9,9,2022,2000009,0,0,3830,3830,0,0,0,18931,0,0,0,0,6981,11950,0,0,13,207
20,0,11,9,2022,2000011,0,0,1622,1622,0,0,0,3839,0,0,0,0,1943,1896,0,0,0,0
20,0,12,9,2022,2000012,0,0,0,0,0,0,0,35577,0,4457,0,4457,10889,24688,0,0,16,0
