6,10,0,9,2022,610000,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,21,6
6,20,0,9,2022,620000,0,0,0,1,1,0,57,57,0,-792,242,1034,-734,0,0,0,0
6,22,0,9,2022,622000,0,0,0,12,17,5,0,0,0,1581,2059,478,1593,0,0,0,0
7,10,56,9,2022,710056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10,261,9,2022,710261,0,0,0,0,0,0,197,197,0,0,0,0,197,0,0,0,0
7,10,269,9,2022,710269,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0
7,10,398,9,2022,710398,0,0,0,0,0,0,126,127,1,0,0,0,126,0,0,0,0
7,10,549,9,2022,710549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10,551,9,2022,710551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10,566,9,2022,710566,0,0,0,-272,94,366,391,396,5,0,0,0,119,0,0,0,0
7,10,862,9,2022,710862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10,924,9,2022,710924,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7,10,973,9,2022,710973,0,0,0,0,0,0,27,27,0,0,0,0,27,0,0,0,0
7,10,981,9,2022,710981,0,0,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0
7,10,985,9,2022,710985,0,0,0,63,63,0,30,32,2,0,0,0,93,0,0,0,0
7,10,990,9,2022,710990,0,0,0,0,0,0,51,153,102,0,0,0,51,0,0,0,0
7,20,33,9,2022,720033,0,0,0,224,224,0,94,94,0,0,0,0,318,0,0,0,0
7,20,40,9,2022,720040,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11,0
7,20,60,9,2022,720060,0,0,0,2,0,-2,0,0,0,0,0,0,2,0,0,0,0
7,20,105,9,2022,720105,0,0,0,0,0,0,40,47,7,-2,0,2,44,0,6,6,0
7,20,131,9,2022,720131,0,0,0,-74,0,74,-32,0,32,-46,0,46,-152,0,0,0,0
7,20,143,9,2022,720143,0,0,0,0,0,0,0,0,0,-46,0,46,14,0,60,60,0
7,20,168,9,2022,720168,0,0,0,0,0,0,24,24,0,0,0,0,24,0,0,0,0
7,20,186,9,2022,720186,0,0,0,1,1,0,0,0,0,0,0,0,113,0,112,112,0
7,20,188,9,2022,720188,0,0,0,0,0,0,0,0,0,-43,0,43,37,0,80,80,0
7,20,194,9,2022,720194,0,0,0,17,1,-16,47,47,0,-46,0,46,259,0,241,241,0
7,20,331,9,2022,720331,0,0,0,0,0,0,64,64,0,-220,0,220,395,0,551,553,2
7,20,335,9,2022,720335,0,0,0,0,0,0,85,85,0,-480,0,480,-395,0,0,0,0
7,20,336,9,2022,720336,0,0,0,-142,0,142,105,111,6,-98,0,98,-135,0,0,0,0
7,20,345,9,2022,720345,0,0,0,1,1,0,52,52,0,-153,0,153,91,0,191,192,1
7,20,376,9,2022,720376,0,0,0,0,0,0,1,1,0,-30,0,30,37,0,66,66,0
7,20,735,9,2022,720735,0,0,0,23,23,0,160,164,4,-102,0,102,730,0,649,654,5
7,20,899,9,2022,720899,0,0,0,0,0,0,0,0,0,-30,0,30,-30,0,0,0,0
7,20,922,9,2022,720922,0,0,0,0,0,0,0,0,0,0,0,0,63,0,63,65,2
7,22,12,9,2022,722012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,22,114,9,2022,722114,0,0,0,0,0,0,85,85,0,1,1,0,86,0,0,0,0
7,22,146,9,2022,722146,0,0,0,0,0,0,-27,50,77,17,17,0,-10,0,0,0,0
7,22,198,9,2022,722198,0,0,0,6,6,0,82,82,0,6341,6839,498,6429,0,0,9,9
7,22,216,9,2022,722216,0,0,0,0,0,0,0,0,0,-900,30,930,-900,0,0,0,0
7,22,308,9,2022,722308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,22,313,9,2022,722313,0,0,0,67,67,0,-16,0,16,-29,1,30,22,0,0,0,0
7,22,350,9,2022,722350,0,0,0,0,0,0,-7,0,7,0,0,0,-7,0,0,0,0
7,22,406,9,2022,722406,0,0,0,0,0,0,0,0,0,12,12,0,12,0,0,0,0
7,22,644,9,2022,722644,0,0,0,0,0,0,7,7,0,16,16,0,23,0,0,0,0
7,22,825,9,2022,722825,0,0,0,0,0,0,-1,0,1,3402,4520,1118,6340,0,2939,2939,0
7,22,918,9,2022,722918,0,0,0,175,198,23,-341,374,715,4180,7021,2841,4070,0,56,165,109
7,25,31,9,2022,725031,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0
7,25,131,9,2022,725131,0,0,0,1,1,0,521,521,0,0,0,0,522,0,0,0,0
7,25,247,9,2022,725247,0,0,0,96,103,7,5,5,0,0,0,0,101,0,0,0,0
7,25,256,9,2022,725256,0,0,0,0,0,0,86,86,0,95,95,0,181,0,0,0,0
7,25,326,9,2022,725326,0,0,0,0,0,0,40,40,0,-893,185,1078,-853,0,0,0,0
7,25,429,9,2022,725429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25,450,9,2022,725450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25,457,9,2022,725457,0,0,0,20,20,0,173,173,0,0,0,0,193,0,0,0,0
7,25,466,9,2022,725466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25,488,9,2022,725488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25,646,9,2022,725646,0,0,0,0,0,0,0,0,0,-185,17,202,-185,0,0,0,0
7,25,676,9,2022,725676,0,0,0,0,0,0,-2,0,2,0,0,0,-2,0,0,0,0
7,25,715,9,2022,725715,0,0,0,0,0,0,21,21,0,0,0,0,21,0,0,0,0
7,25,818,9,2022,725818,0,0,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0
7,25,839,9,2022,725839,0,0,0,0,0,0,0,0,0,96,106,10,96,0,0,0,0
7,25,898,9,2022,725898,90,90,0,0,0,0,-2,0,2,-174,0,174,-86,0,0,0,0
7,25,940,9,2022,725940,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
7,25,947,9,2022,725947,0,0,0,0,0,0,110,110,0,5,5,0,115,0,0,0,0
7,25,983,9,2022,725983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,586,9,2022,810586,0,0,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0
9,25,0,9,2022,925000,-1,0,1,0,0,0,5,5,0,17884,17987,103,17888,0,0,0,0
20,0,2,9,2022,2000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,4,9,2022,2000004,0,0,0,0,0,0,0,0,0,694,694,0,694,0,0,0,0
20,0,7,9,2022,2000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,9,9,2022,2000009,0,0,0,0,0,0,0,0,0,-501,0,501,-501,0,0,0,0
20,0,11,9,2022,2000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,12,9,2022,2000012,0,0,0,0,0,0,-64,0,64,0,0,0,-64,0,0,0,0
