7,25,488,9,2022,725488,10246,0,0,0,0,0,10246,,3878,56,3934,6312,-367,,856,624,0,1480,0,3258,4917,4,4913,0,4913,,24,3878,0,24,0,24,4937,0,0,0,0,-16
7,25,646,9,2022,725646,3257,0,0,0,0,0,3257,,1217,5,1222,2035,40,,231,110,0,341,-185,1666,495,0,495,0,495,,67,1218,0,12,0,12,507,0,0,0,0,-10
7,25,676,9,2022,725676,16692,0,0,0,0,0,16692,,7008,224,7232,9460,-296,,1770,261,0,2031,-2,6332,5304,0,5304,0,5304,,15,7008,0,0,0,0,5304,0,0,0,0,149
7,25,715,9,2022,725715,4426,0,0,0,0,0,4426,,1277,22,1299,3127,136,,338,611,0,949,21,1798,2210,0,2210,0,2210,,16,1277,0,0,0,0,2210,0,0,0,0,-47
7,25,818,9,2022,725818,25129,0,0,0,0,10,25139,,9602,133,9735,15404,1233,,2487,154,0,2641,7,5475,11321,0,11321,0,11321,,28,9603,0,-3,0,-3,11318,0,0,0,0,23
7,25,839,9,2022,725839,27391,0,0,0,0,3,27394,,11345,3,11348,16046,346,,2451,2887,0,5338,96,8304,12430,0,12430,0,12430,,-106,11345,0,0,0,0,12430,0,0,0,0,400
7,25,898,9,2022,725898,167435,0,0,20,1535,171,169161,,60304,2029,62333,106828,932,,23226,9288,2787,35301,-86,51988,88123,156,87967,0,87967,,708,60304,-14076,373,0,-13703,74264,0,0,0,0,1000
7,25,940,9,2022,725940,16625,0,0,0,0,0,16625,,6803,48,6851,9774,922,,1419,602,62,2083,1,5944,5032,5,5027,0,5027,,13,6803,0,0,0,0,5027,0,0,0,0,-40
7,25,947,9,2022,725947,22923,0,0,0,0,0,22923,,8304,13,8317,14606,1067,,1775,1722,0,3497,115,8387,8373,59,8314,0,8314,,64,8304,0,10,0,10,8324,0,0,0,0,391
7,25,983,9,2022,725983,14075,0,0,0,0,0,14075,,5391,38,5429,8646,-38,,1204,431,7,1642,0,5960,4386,0,4386,0,4386,,50,5392,0,9,0,9,4395,0,0,0,0,-20
8,10,586,9,2022,810586,12021,0,0,0,0,2,12023,,5525,0,5525,6498,55,,1417,31,0,1448,9,2193,5686,0,5686,0,5686,,3,5525,0,0,-3,-3,5683,0,0,0,0,21
9,25,0,9,2022,925000,1031372,0,0,0,234518,7916,1273806,809464,0,14325,823789,450017,-71944,,38687,41666,945,81298,17888,141619,437584,42708,394876,0,394876,370571,617,,-819553,0,1128,-771212,-376336,47213,0,0,0,41944
20,0,2,9,2022,2000002,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8500,-1074,7426,0,7398,28,0,28,0,28,0,0,0,0,0,0,0,28,0,0,0,0,0
20,0,4,9,2022,2000004,33036,0,0,0,0,4140,37176,0,12681,0,12681,24495,-801,,0,117,542,659,694,14851,11798,2726,9072,0,9072,0,352,0,0,0,0,0,9072,0,0,0,0,0
20,0,7,9,2022,2000007,0,0,0,0,0,20,20,0,0,0,0,20,0,,0,17700,0,17700,0,17754,-34,3,-37,0,-37,0,0,0,0,0,0,0,-37,0,0,0,0,0
20,0,9,9,2022,2000009,0,9,0,0,0,0,9,0,0,0,0,9,0,,0,6988,0,6988,-501,7425,-929,0,-929,0,-929,0,0,0,0,2,0,2,-927,0,0,0,0,0
20,0,11,9,2022,2000011,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2484,0,2484,0,2280,204,0,204,0,204,0,0,0,0,0,0,0,204,0,0,0,0,0
20,0,12,9,2022,2000012,0,0,0,0,0,7,7,0,30,0,30,-23,0,,0,11292,0,11292,-64,11407,-202,10,-212,0,-212,0,0,0,0,-1,0,-1,-213,0,0,0,0,0
