6,10,0,9,2022,610000,476245,0,1006786,0,1483031,0,0,0,0,0,157616,217,0,0,,1323342,750000,0,750000,0,0,0,0,750000,2073342,0,0,0,0,0,9974,1838,11812,190131,11812,0,11812,0,0,0,0,0,11812,2085154,159689,7026,5170,159689
6,20,0,9,2022,620000,299544,63668,2167459,0,2530671,0,0,0,0,0,33257,47748,0,0,,2449666,0,0,0,0,0,0,0,0,2449666,0,0,0,0,0,21391,492,21883,199304,21883,0,21883,0,0,0,0,0,21883,2471549,81005,0,0,81005
6,22,0,9,2022,622000,4045986,0,3328325,0,7374311,0,0,0,0,0,0,10641,0,0,,7363670,250000,0,250000,0,0,0,0,250000,7613670,0,0,0,0,0,33098,989,34087,557969,34087,0,34087,0,0,0,0,0,34087,7647757,10641,0,0,10641
7,10,56,9,2022,710056,420,0,53571,0,53991,0,0,0,0,0,2409,6034,0,0,,43651,0,0,0,0,0,0,0,0,43651,0,0,0,0,0,1012,42,1054,4489,1054,0,1054,0,0,0,0,0,1054,44705,10340,1897,0,10340
7,10,261,9,2022,710261,124050,47596,86310,0,257956,0,0,0,0,0,11022,19905,0,1780,,225249,0,0,0,0,0,0,0,0,225249,0,0,0,0,0,3071,201,3272,24701,3272,0,3272,0,0,0,0,0,3272,228521,32707,0,0,32707
7,10,269,9,2022,710269,61830,72711,178513,0,313054,0,0,0,0,0,10801,32604,0,0,,269649,80000,0,80000,0,0,0,0,80000,349649,0,17632,0,0,17632,7883,2139,10022,34528,10022,0,27654,0,0,0,0,3600,24054,373703,43405,0,0,43405
7,10,398,9,2022,710398,71635,91344,248605,0,411584,0,0,0,0,0,1,34508,0,0,,377075,0,0,0,0,0,0,0,0,377075,0,0,0,0,0,6268,94,6362,31381,6362,0,6362,0,0,0,0,0,6362,383437,34509,0,0,34509
7,10,549,9,2022,710549,2056,0,123156,0,125212,0,0,0,0,0,0,9810,0,0,,115402,0,0,0,0,0,0,0,0,115402,0,0,0,0,0,1788,267,2055,8555,2055,0,2055,0,0,0,0,0,2055,117457,9810,0,0,9810
7,10,551,9,2022,710551,2677,0,95355,0,98032,0,0,0,0,0,0,11039,0,0,,86993,0,0,0,0,0,0,0,0,86993,0,0,0,0,0,5474,100,5574,8133,5574,0,5574,0,0,0,0,0,5574,92567,11039,0,0,11039
7,10,566,9,2022,710566,829757,0,734381,0,1564138,0,0,0,0,0,10281,149096,0,1457,,1403304,200000,0,200000,0,0,0,0,200000,1603304,0,0,0,0,0,22463,342,22805,150467,22805,0,22805,0,0,0,0,0,22805,1626109,160834,0,0,160834
7,10,862,9,2022,710862,22182,0,42174,0,64356,0,0,0,0,0,0,5193,0,0,,59163,0,0,0,0,0,0,0,0,59163,0,0,0,0,0,1461,0,1461,4162,1461,0,1461,0,0,0,0,0,1461,60624,5193,0,0,5193
7,10,924,9,2022,710924,2982,0,176276,0,179258,0,0,0,0,0,0,15972,0,0,,163286,0,0,0,0,0,0,0,0,163286,0,0,0,0,0,6683,187,6870,13459,6870,0,6870,0,0,0,0,0,6870,170156,15972,0,0,15972
7,10,973,9,2022,710973,3908,0,152145,0,156053,0,0,0,0,0,0,14690,0,0,,141363,0,0,0,0,0,0,0,0,141363,0,0,0,0,0,1312,39,1351,12291,1351,0,1351,0,0,0,0,0,1351,142714,14690,0,0,14690
7,10,981,9,2022,710981,109160,10239,87809,0,207208,0,0,0,0,0,2148,18988,0,0,,186072,0,0,0,0,0,0,0,0,186072,0,0,0,0,0,1636,63,1699,16703,1699,0,1699,0,0,0,0,0,1699,187771,21136,0,0,21136
7,10,985,9,2022,710985,3493,0,140427,0,143920,0,0,0,0,0,0,18127,0,0,,125793,0,0,0,0,0,0,0,0,125793,0,0,0,0,0,3197,53,3250,13437,3250,0,3250,0,0,0,0,0,3250,129043,18127,0,0,18127
