7,20,143,9,2022,720143,10,56262,0,20,0,0,30,17648,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,25,326,9,2022,725326,10,2358814,24504,20,1573994,0,30,198321,0,40,117445,7028,50,32495,0,60,1073,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,25,818,9,2022,725818,10,224334,0,20,628247,0,30,24936,0,40,0,0,50,20042,0,60,57,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,25,466,9,2022,725466,10,194741,9018,20,79485,0,30,28258,0,40,0,0,50,3815,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,10,551,9,2022,710551,10,15674,0,20,27722,0,30,0,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
20,0,4,9,2022,2000004,10,0,0,20,0,0,30,0,114754,40,2210,0,50,131971,263807,60,1415574,1271,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,10,924,9,2022,710924,10,64489,0,20,118273,0,30,14708,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
20,0,11,9,2022,2000011,10,0,0,20,0,0,30,0,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,22,308,9,2022,722308,10,162109,1006,20,198076,0,30,0,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,24537,0
7,25,940,9,2022,725940,10,253610,677,20,63935,6761,30,110568,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,20,131,9,2022,720131,10,45470,0,20,30955,0,30,13969,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,20,345,9,2022,720345,10,682162,0,20,174883,0,30,206278,112106,40,864,0,50,5724,0,60,0,0,70,0,11064,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,20,899,9,2022,720899,10,139612,282265,20,415259,0,30,32328,22898,40,10564,0,50,629,116,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,10,566,9,2022,710566,10,1735951,3178,20,2136373,0,30,272149,46957,40,0,0,50,18891,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,42925,0
7,25,31,9,2022,725031,10,61409,0,20,21658,0,30,0,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,20,336,9,2022,720336,10,36025,4150,20,197383,0,30,5984,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,20,33,9,2022,720033,10,72015,20334,20,781534,0,30,0,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,25,131,9,2022,725131,10,305634,0,20,40224,0,30,132511,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,25,256,9,2022,725256,10,2676096,0,20,5888901,0,30,1237184,0,40,329071,0,50,183719,0,60,0,0,70,48675,0,80,101408,0,90,0,0,100,0,0,110,0,0,120,0,0
7,25,457,9,2022,725457,10,2817373,0,20,3900618,0,30,227507,0,40,27910,0,50,0,0,60,29857,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,10,56,9,2022,710056,10,92698,0,20,93723,0,30,17157,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,33044,0
20,0,12,9,2022,2000012,10,0,0,20,0,0,30,0,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,25,715,9,2022,725715,10,61644,0,20,26035,0,30,2016,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,10,269,9,2022,710269,10,381241,257612,20,1181645,0,30,56598,0,40,0,0,50,9235,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,22,313,9,2022,722313,10,320034,0,20,10822,0,30,203995,0,40,0,0,50,0,0,60,0,0,70,11019,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,25,247,9,2022,725247,10,136899,223871,20,118116,5420,30,0,1618,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,25,947,9,2022,725947,10,980965,0,20,813806,0,30,159645,0,40,87417,0,50,311,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,22,12,9,2022,722012,10,2144307,548817,20,1203270,0,30,402989,712412,40,0,0,50,0,0,60,0,0,70,70,108504,80,0,0,90,0,0,100,0,0,110,0,0,120,500100,0
7,25,983,9,2022,725983,10,120130,90073,20,18515,0,30,11099,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,22,216,9,2022,722216,10,4027066,51300,20,2378992,43580,30,784665,1645116,40,981313,0,50,0,0,60,0,0,70,0,203372,80,0,0,90,0,0,100,0,0,110,0,0,120,644262,0
7,10,549,9,2022,710549,10,103009,0,20,26888,0,30,32413,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,10,261,9,2022,710261,10,178434,9843,20,110153,1700,30,28919,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,22,198,9,2022,722198,10,5015671,4316524,20,3454532,5160899,30,754308,1164510,40,424158,0,50,652160,0,60,0,390955,70,0,510593,80,34055,0,90,0,0,100,0,0,110,0,0,120,62400,138080
20,0,2,9,2022,2000002,10,0,0,20,0,0,30,0,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
20,0,9,9,2022,2000009,10,0,0,20,0,0,30,0,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,22,146,9,2022,722146,10,1331048,77325,20,553784,0,30,600002,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,551193,0
7,10,862,9,2022,710862,10,39287,0,20,0,0,30,12132,0,40,330,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,22,406,9,2022,722406,10,59476,452,20,58276,0,30,0,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,44689,0
7,22,114,9,2022,722114,10,532792,1177,20,78642,663,30,199400,0,40,6652,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,62273,0
7,25,450,9,2022,725450,10,451280,0,20,493773,0,30,67288,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,22,918,9,2022,722918,10,4163430,6600463,20,7015186,75824,30,1220766,2970299,40,1371367,363,50,0,15110,60,0,0,70,0,597756,80,0,0,90,0,0,100,0,0,110,0,0,120,2369296,0
7,20,188,9,2022,720188,10,126333,0,20,229246,0,30,30162,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,20,922,9,2022,720922,10,12190,0,20,4381,5674,30,12510,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,25,429,9,2022,725429,10,353118,1026,20,471793,1299,30,19421,6781,40,0,0,50,1067,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
8,10,586,9,2022,810586,10,79875,7005,20,35432,0,30,17915,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,20,105,9,2022,720105,10,114813,33749,20,485222,28122,30,24872,0,40,0,0,50,0,0,60,0,0,70,0,281291,80,281291,0,90,0,0,100,0,0,110,0,0,120,0,0
7,20,168,9,2022,720168,10,163479,4374,20,283519,0,30,31217,0,40,0,0,50,2585,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,51013,0
6,20,0,9,2022,620000,10,7718947,145206,20,2503261,101206,30,525833,1347012,40,37367,730505,50,433,0,60,0,0,70,2994452,445557,80,0,64393,90,0,0,100,1304164,0,110,50988,0,120,0,0
9,25,0,9,2022,925000,10,10265679,23063,20,22910933,1556270,30,3756824,11676651,40,5644674,24624,50,131971,263807,60,1403009,1271,70,4136191,1468903,80,0,23604,90,5654164,0,100,0,0,110,138080,0,120,138080,0
7,10,985,9,2022,710985,10,41504,0,20,0,0,30,12085,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,22,644,9,2022,722644,10,1120606,138308,20,252605,0,30,610520,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,104624,0
7,10,398,9,2022,710398,10,285813,4691,20,207595,0,30,63074,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,2547,0
7,25,488,9,2022,725488,10,278047,0,20,28824,0,30,99963,0,40,2934,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,10,973,9,2022,710973,10,28733,18676,20,11440,0,30,6892,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,20,331,9,2022,720331,10,65169,3023,20,131441,0,30,21882,0,40,0,0,50,7942,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,20,40,9,2022,720040,10,694,3011,20,86631,14357,30,0,0,40,0,0,50,138,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
6,10,0,9,2022,610000,10,6865264,272169,20,2014317,28074,30,1524221,1143146,40,269674,51619,50,0,0,60,0,0,70,333500,764317,80,42247,268433,90,0,0,100,4350000,0,110,246710,0,120,0,0
7,20,335,9,2022,720335,10,60839,0,20,73571,0,30,14137,0,40,0,0,50,4468,0,60,0,0,70,0,0,80,163462,0,90,0,0,100,0,0,110,0,0,120,0,0
6,22,0,9,2022,622000,10,14462804,0,20,0,0,30,235608,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,8012371,0,120,0,0
7,25,898,9,2022,725898,10,3183927,2,20,5954160,0,30,198972,97016,40,27301,0,50,59422,0,60,0,0,70,29305,1733,80,10000,0,90,0,0,100,0,0,110,0,0,120,0,0
7,25,839,9,2022,725839,10,618653,0,20,150722,0,30,150703,0,40,0,0,50,8787,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,20,194,9,2022,720194,10,60338,0,20,9575,0,30,14297,0,40,0,0,50,145,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,0,0
7,22,350,9,2022,722350,10,306084,0,20,229153,0,30,164894,0,40,0,0,50,0,0,60,0,0,70,0,0,80,0,0,90,0,0,100,0,0,110,0,0,120,10559,0
