6,10,0,9,2022,610000,0.0870,0.1363,0.1371,0.0587,0.0240,0.1364
6,20,0,9,2022,620000,0.1536,0.1536,0.1550,0.0596,0.0524,0.1538
6,22,0,9,2022,622000,0.1650,0.1706,0.1713,0.0512,0.0223,0.1707
7,10,56,9,2022,710056,0.1215,0.1215,0.1245,0.1150,0.1139,0.1219
7,10,261,9,2022,710261,0.1140,0.1140,0.1156,0.1007,0.0742,0.1142
7,10,269,9,2022,710269,0.0976,0.1266,0.1353,0.1223,0.0859,0.1311
7,10,398,9,2022,710398,0.1502,0.1502,0.1527,0.1517,0.1493,0.1506
7,10,549,9,2022,710549,0.1686,0.1686,0.1716,0.1758,0.1727,0.1691
7,10,551,9,2022,710551,0.1337,0.1337,0.1423,0.1302,0.1262,0.1348
7,10,566,9,2022,710566,0.1166,0.1332,0.1351,0.1408,0.0504,0.1334
7,10,862,9,2022,710862,0.1777,0.1777,0.1821,0.1599,0.1567,0.1785
7,10,924,9,2022,710924,0.1516,0.1516,0.1580,0.1569,0.1541,0.1526
7,10,973,9,2022,710973,0.1438,0.1438,0.1451,0.1458,0.1418,0.1440
7,10,981,9,2022,710981,0.1393,0.1393,0.1405,0.1360,0.0866,0.1394
7,10,985,9,2022,710985,0.1170,0.1170,0.1200,0.1125,0.1094,0.1174
7,10,990,9,2022,710990,0.1526,0.1526,0.1593,0.1552,0.1517,0.1536
7,20,33,9,2022,720033,0.1648,0.1648,0.1715,0.1695,0.1104,0.1663
7,20,40,9,2022,720040,0.1853,0.1853,0.1923,0.1716,0.1654,0.1868
7,20,60,9,2022,720060,0.3088,0.3088,0.3165,0.2978,0.2951,0.3110
7,20,105,9,2022,720105,0.1879,0.1879,0.1949,0.1976,0.1953,0.1892
7,20,131,9,2022,720131,0.1720,0.1720,0.1846,0.1644,0.1037,0.1740
7,20,143,9,2022,720143,0.2346,0.2346,0.2378,0.2520,0.2448,0.2353
7,20,168,9,2022,720168,0.1598,0.1598,0.1680,0.1518,0.1494,0.1609
7,20,186,9,2022,720186,0.2448,0.2448,0.2573,0.2530,0.2488,0.2479
7,20,188,9,2022,720188,0.1633,0.1633,0.1673,0.1578,0.1363,0.1639
7,20,194,9,2022,720194,0.2100,0.2100,0.2185,0.2171,0.2119,0.2118
7,20,331,9,2022,720331,0.1961,0.1961,0.1991,0.1924,0.1867,0.1966
7,20,335,9,2022,720335,0.1927,0.1927,0.2027,0.1878,0.1848,0.2247
7,20,336,9,2022,720336,0.2069,0.2069,0.2114,0.2084,0.1600,0.2078
