7,20,899,9,2022,720899,10,2774080,7471,1039,2782590,20,527,0,0,527,54,0,0,0,0,56,2196,505,472,3173,60,2776803,7976,1511,2786290,80,,,,17525
7,20,922,9,2022,720922,10,546435,1527,519,548481,20,3601,0,0,3601,54,0,0,0,0,56,559,40,5708,6307,60,550595,1567,6227,558389,80,,,,4621
7,22,12,9,2022,722012,10,12263797,10765,122,12274684,20,2434,0,0,2434,54,3955,103,0,4058,56,19688,1708,3395,24791,60,12289874,12576,3517,12305967,80,,,,47043
7,22,114,9,2022,722114,10,1449735,457,324,1450516,20,0,0,0,0,54,230,0,51,281,56,4278,0,258,4536,60,1454243,457,633,1455333,80,,,,6341
7,22,146,9,2022,722146,10,5025364,2318,0,5027682,20,426,0,0,426,54,91,1,68,160,56,3852,310,92,4254,60,5029733,2629,160,5032522,80,,,,20716
7,22,198,9,2022,722198,10,37193271,45097,24235,37262603,20,38108,0,0,38108,54,0,0,0,0,56,78702,1871,9684,90257,60,37310081,46968,33919,37390968,80,,,,198225
7,22,216,9,2022,722216,10,11259549,6359,79,11265987,20,4426,0,0,4426,54,1037,0,0,1037,56,21622,12,3649,25283,60,11286634,6371,3728,11296733,80,,,,34466
7,22,308,9,2022,722308,10,1280442,266,0,1280708,20,1,0,0,1,54,0,0,0,0,56,182,13,25,220,60,1280625,279,25,1280929,80,,,,4764
7,22,313,9,2022,722313,10,1783953,5626,0,1789579,20,2346,0,0,2346,54,1321,241,85,1647,56,7173,799,2359,10331,60,1794793,6666,2444,1803903,80,,,,11570
7,22,350,9,2022,722350,10,2240049,5376,0,2245425,20,0,0,0,0,54,61,30,0,91,56,6669,107,156,6932,60,2246779,5513,156,2252448,80,,,,7466
7,22,406,9,2022,722406,10,967122,1944,0,969066,20,0,0,0,0,54,0,0,0,0,56,277,0,205,482,60,967399,1944,205,969548,80,,,,3998
7,22,644,9,2022,722644,10,5778757,1790,0,5780547,20,2579,0,0,2579,54,825,70,0,895,56,13973,529,1632,16134,60,5796134,2389,1632,5800155,80,,,,25986
7,22,825,9,2022,722825,10,28376996,68982,145452,28591430,20,15156,69,0,15225,54,67221,5587,53,72861,56,21658,3322,27357,52337,60,28481031,77960,172862,28731853,80,,,,130662
7,22,918,9,2022,722918,10,25387609,47259,7609,25442477,20,8840,240,0,9080,54,33446,20,306,33772,56,47624,2866,28894,79384,60,25477519,50385,36809,25564713,80,,,,82561
7,25,31,9,2022,725031,10,349067,352,0,349419,20,0,0,0,0,54,0,0,0,0,56,523,0,0,523,60,349590,352,0,349942,80,,,,2002
7,25,131,9,2022,725131,10,1854701,2115,0,1856816,20,317,0,0,317,54,0,0,0,0,56,8201,439,789,9429,60,1863219,2554,789,1866562,80,,,,6216
